municipio_norm,uf,municipio_ibge,codigo_ibge,regiao_intermediaria,regiao_imediata,mesorregiao
SAUDADES,SC,Saudades,4217303,Chapecó,Chapecó,Oeste Catarinense
SCHROEDER,SC,Schroeder,4217402,Joinville,Joinville,Norte Catarinense
SEARA,SC,Seara,4217501,Chapecó,Concórdia,Oeste Catarinense
SERRA ALTA,SC,Serra Alta,4217550,Chapecó,Chapecó,Oeste Catarinense
SIDEROPOLIS,SC,Siderópolis,4217600,Criciúma,Criciúma,Sul Catarinense
SOMBRIO,SC,Sombrio,4217709,Criciúma,Araranguá,Sul Catarinense
SUL BRASIL,SC,Sul Brasil,4217758,Chapecó,Chapecó,Oeste Catarinense
TAIO,SC,Taió,4217808,Blumenau,Rio do Sul,Vale do Itajaí
TANGARA,SC,Tangará,4217907,Caçador,Videira,Oeste Catarinense
TIGRINHOS,SC,Tigrinhos,4217956,Chapecó,Maravilha,Oeste Catarinense
TIJUCAS,SC,Tijucas,4218004,Blumenau,Itajaí,Grande Florianópolis
TIMBE DO SUL,SC,Timbé do Sul,4218103,Criciúma,Araranguá,Sul Catarinense
TIMBO,SC,Timbó,4218202,Blumenau,Blumenau,Vale do Itajaí
TIMBO GRANDE,SC,Timbó Grande,4218251,Caçador,Caçador,Norte Catarinense
TRES BARRAS,SC,Três Barras,4218301,Joinville,Mafra,Norte Catarinense
TREVISO,SC,Treviso,4218350,Criciúma,Criciúma,Sul Catarinense
TREZE DE MAIO,SC,Treze de Maio,4218400,Criciúma,Tubarão,Sul Catarinense
TREZE TILIAS,SC,Treze Tílias,4218509,Chapecó,Joaçaba - Herval d'Oeste,Oeste Catarinense
TROMBUDO CENTRAL,SC,Trombudo Central,4218608,Blumenau,Rio do Sul,Vale do Itajaí
TUBARAO,SC,Tubarão,4218707,Criciúma,Tubarão,Sul Catarinense
TUNAPOLIS,SC,Tunápolis,4218756,Chapecó,São Miguel do Oeste,Oeste Catarinense
TURVO,SC,Turvo,4218806,Criciúma,Araranguá,Sul Catarinense
UNIAO DO OESTE,SC,União do Oeste,4218855,Chapecó,Chapecó,Oeste Catarinense
URUBICI,SC,Urubici,4218905,Lages,Lages,Serrana
URUPEMA,SC,Urupema,4218954,Lages,Lages,Serrana
URUSSANGA,SC,Urussanga,4219002,Criciúma,Criciúma,Sul Catarinense
VARGEAO,SC,Vargeão,4219101,Chapecó,Xanxerê,Oeste Catarinense
VARGEM,SC,Vargem,4219150,Chapecó,Joaçaba - Herval d'Oeste,Serrana
VARGEM BONITA,SC,Vargem Bonita,4219176,Chapecó,Joaçaba - Herval d'Oeste,Oeste Catarinense
VIDAL RAMOS,SC,Vidal Ramos,4219200,Blumenau,Ituporanga,Vale do Itajaí
VIDEIRA,SC,Videira,4219309,Caçador,Videira,Oeste Catarinense
VITOR MEIRELES,SC,Vitor Meireles,4219358,Blumenau,Ibirama - Presidente Getúlio,Vale do Itajaí
WITMARSUM,SC,Witmarsum,4219408,Blumenau,Ibirama - Presidente Getúlio,Vale do Itajaí
XANXERE,SC,Xanxerê,4219507,Chapecó,Xanxerê,Oeste Catarinense
XAVANTINA,SC,Xavantina,4219606,Chapecó,Xanxerê,Oeste Catarinense
XAXIM,SC,Xaxim,4219705,Chapecó,Chapecó,Oeste Catarinense
ZORTEA,SC,Zortéa,4219853,Chapecó,Joaçaba - Herval d'Oeste,Serrana
BALNEARIO RINCAO,SC,Balneário Rincão,4220000,Criciúma,Criciúma,Sul Catarinense
ACEGUA,RS,Aceguá,4300034,Pelotas,Bagé,Sudoeste Rio-grandense
AGUA SANTA,RS,Água Santa,4300059,Passo Fundo,Tapejara - Sananduva,Noroeste Rio-grandense
AGUDO,RS,Agudo,4300109,Santa Maria,Santa Maria,Centro Ocidental Rio-grandense
AJURICABA,RS,Ajuricaba,4300208,Ijuí,Ijuí,Noroeste Rio-grandense
ALECRIM,RS,Alecrim,4300307,Ijuí,Santa Rosa,Noroeste Rio-grandense
ALEGRETE,RS,Alegrete,4300406,Uruguaiana,Uruguaiana,Sudoeste Rio-grandense
ALEGRIA,RS,Alegria,4300455,Ijuí,Três de Maio,Noroeste Rio-grandense
ALMIRANTE TAMANDARE DO SUL,RS,Almirante Tamandaré do Sul,4300471,Passo Fundo,Carazinho,Noroeste Rio-grandense
ALPESTRE,RS,Alpestre,4300505,Passo Fundo,Nonoai,Noroeste Rio-grandense
ALTO ALEGRE,RS,Alto Alegre,4300554,Passo Fundo,Passo Fundo,Noroeste Rio-grandense
ALTO FELIZ,RS,Alto Feliz,4300570,Caxias do Sul,Caxias do Sul,Metropolitana de Porto Alegre
ALVORADA,RS,Alvorada,4300604,Porto Alegre,Porto Alegre,Metropolitana de Porto Alegre
AMARAL FERRADOR,RS,Amaral Ferrador,4300638,Porto Alegre,Camaquã,Sudeste Rio-grandense
AMETISTA DO SUL,RS,Ametista do Sul,4300646,Passo Fundo,Frederico Westphalen,Noroeste Rio-grandense
ANDRE DA ROCHA,RS,André da Rocha,4300661,Caxias do Sul,Nova Prata - Guaporé,Nordeste Rio-grandense
ANTA GORDA,RS,Anta Gorda,4300703,Santa Cruz do Sul - Lajeado,Encantado,Nordeste Rio-grandense
ANTONIO PRADO,RS,Antônio Prado,4300802,Caxias do Sul,Caxias do Sul,Nordeste Rio-grandense
ARAMBARE,RS,Arambaré,4300851,Porto Alegre,Camaquã,Metropolitana de Porto Alegre
ARARICA,RS,Araricá,4300877,Porto Alegre,Novo Hamburgo - São Leopoldo,Metropolitana de Porto Alegre
ARATIBA,RS,Aratiba,4300901,Passo Fundo,Erechim,Noroeste Rio-grandense
ARROIO DO MEIO,RS,Arroio do Meio,4301008,Santa Cruz do Sul - Lajeado,Lajeado,Centro Oriental Rio-grandense
ARROIO DO SAL,RS,Arroio do Sal,4301057,Porto Alegre,Torres,Metropolitana de Porto Alegre
ARROIO DO PADRE,RS,Arroio do Padre,4301073,Pelotas,Pelotas,Sudeste Rio-grandense
ARROIO DOS RATOS,RS,Arroio dos Ratos,4301107,Porto Alegre,Porto Alegre,Metropolitana de Porto Alegre
ARROIO DO TIGRE,RS,Arroio do Tigre,4301206,Santa Cruz do Sul - Lajeado,Sobradinho,Centro Oriental Rio-grandense
ARROIO GRANDE,RS,Arroio Grande,4301305,Pelotas,Pelotas,Sudeste Rio-grandense
ARVOREZINHA,RS,Arvorezinha,4301404,Passo Fundo,Soledade,Nordeste Rio-grandense
AUGUSTO PESTANA,RS,Augusto Pestana,4301503,Ijuí,Ijuí,Noroeste Rio-grandense
AUREA,RS,Áurea,4301552,Passo Fundo,Erechim,Noroeste Rio-grandense
BAGE,RS,Bagé,4301602,Pelotas,Bagé,Sudoeste Rio-grandense
BALNEARIO PINHAL,RS,Balneário Pinhal,4301636,Porto Alegre,Tramandaí - Osório,Metropolitana de Porto Alegre
BARAO,RS,Barão,4301651,Caxias do Sul,Bento Gonçalves,Metropolitana de Porto Alegre
BARAO DE COTEGIPE,RS,Barão de Cotegipe,4301701,Passo Fundo,Erechim,Noroeste Rio-grandense
BARAO DO TRIUNFO,RS,Barão do Triunfo,4301750,Porto Alegre,Porto Alegre,Metropolitana de Porto Alegre
BARRACAO,RS,Barracão,4301800,Passo Fundo,Lagoa Vermelha,Noroeste Rio-grandense
BARRA DO GUARITA,RS,Barra do Guarita,4301859,Ijuí,Três Passos,Noroeste Rio-grandense
BARRA DO QUARAI,RS,Barra do Quaraí,4301875,Uruguaiana,Uruguaiana,Sudoeste Rio-grandense
BARRA DO RIBEIRO,RS,Barra do Ribeiro,4301909,Porto Alegre,Porto Alegre,Metropolitana de Porto Alegre
BARRA DO RIO AZUL,RS,Barra do Rio Azul,4301925,Passo Fundo,Erechim,Noroeste Rio-grandense
BARRA FUNDA,RS,Barra Funda,4301958,Passo Fundo,Carazinho,Noroeste Rio-grandense
BARROS CASSAL,RS,Barros Cassal,4302006,Passo Fundo,Soledade,Noroeste Rio-grandense
BENJAMIN CONSTANT DO SUL,RS,Benjamin Constant do Sul,4302055,Passo Fundo,Erechim,Noroeste Rio-grandense
BENTO GONCALVES,RS,Bento Gonçalves,4302105,Caxias do Sul,Bento Gonçalves,Nordeste Rio-grandense
BOA VISTA DAS MISSOES,RS,Boa Vista das Missões,4302154,Passo Fundo,Frederico Westphalen,Noroeste Rio-grandense
BOA VISTA DO BURICA,RS,Boa Vista do Buricá,4302204,Ijuí,Três de Maio,Noroeste Rio-grandense
BOA VISTA DO CADEADO,RS,Boa Vista do Cadeado,4302220,Passo Fundo,Cruz Alta,Noroeste Rio-grandense
BOA VISTA DO INCRA,RS,Boa Vista do Incra,4302238,Passo Fundo,Cruz Alta,Noroeste Rio-grandense
